id;certificado;cuit;laboratorio;gtin;troquel;comercial;forma;generico;pais;expendio;trazabilidad;presentacion;precio;es_hospitalario
50.450;55964;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;602384;Centrum Materna;Comprimido Recubierto;Acido Ascorbico 85 Mg + Acido Folico 1 Mg + Betacaroteno 2500 Ui + Niacinamida 18 Mg + Biotina 30 Mcg + Oxido De Zinc 7,5 Mg + Vitamina A (Como Acetato) 1000 Ui + Cobre (Como Sulfato Cuprico) 1 Mg + Vitamina E (Como Acetato) 30 Ui + Cianocobalamina 2,6 Mcg + Iodo (Como Ioduro De Potasio) 220 Mcg + Calcio (Como Carbonato De Calcio) 250 Mg + Pantotenato De Calcio 6 Mg + Colecalciferol 400 Ui + Hierro Fumarato 27 Mg + Vitamina B1 (Como Mononitrato De Tiamina) 1,4 Mg + Piridoxina Clorhidrato 1,9 Mg + Cromo (Como Cloruro De Cromo) 30 Mcg + Molibdeno (Como Molibdato De Sodio) 50 Mcg + Riboflavina 1,4 Mg + Selenio (Como Seleniato De Sodio) 30 Mcg + Oxido De Magnesio 50 Mg + Sulfato De Manganeso 2 Mg;Canada (Canada);Bajo Receta;Fuera de disposición;Frasco Por 30 Unidades;99,25;0
50.484;55964;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;602384;Centrum Materna;Comprimido Recubierto;Acido Ascorbico 85 Mg + Acido Folico 1 Mg + Betacaroteno 2500 Ui + Niacinamida 18 Mg + Biotina 30 Mcg + Oxido De Zinc 7,5 Mg + Vitamina A (Como Acetato) 1000 Ui + Cobre (Como Sulfato Cuprico) 1 Mg + Vitamina E (Como Acetato) 30 Ui + Cianocobalamina 2,6 Mcg + Iodo (Como Ioduro De Potasio) 220 Mcg + Calcio (Como Carbonato De Calcio) 250 Mg + Pantotenato De Calcio 6 Mg + Colecalciferol 400 Ui + Hierro Fumarato 27 Mg + Vitamina B1 (Como Mononitrato De Tiamina) 1,4 Mg + Piridoxina Clorhidrato 1,9 Mg + Cromo (Como Cloruro De Cromo) 30 Mcg + Molibdeno (Como Molibdato De Sodio) 50 Mcg + Riboflavina 1,4 Mg + Selenio (Como Seleniato De Sodio) 30 Mcg + Oxido De Magnesio 50 Mg + Sulfato De Manganeso 2 Mg;Canada (Canada);Bajo Receta;Fuera de disposición;Frasco Por 60 Unidades;165,41;0
53.207;49538;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;489460;Zeldox;Capsula Dura;Ziprasidona 40 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 30 Unidades;337,2;0
54.256;49538;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;489478;Zeldox;Capsula Dura;Ziprasidona 60 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 30 Unidades;391,3;0
53.572;49843;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;495053;Xalacom;Solucion Oftalmica;Timolol 5 Mg / 1 Ml + Latanoprost 50 Mcg / Ml;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 2 Unidades;166,5;0
169.436;49847;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;;Stresstabs 600 Plus;Comprimido Recubierto;Cianocobalamina 12 Mcg + Acido Folico ,4 Mg + Riboflavina 15 Mg + Piridoxina Clorhidrato 25 Mg + Niacinamida 100 Mg + Acido Pantotenico 20 Mg + Acido Ascorbico 600 Mg + Tocoferol 30 Ui + Mononitrato De Tiamina 15 Mg;Canada (Canada);Venta Libre;Fuera de disposición;Envase Por 30 Unidad;49,46;0
53.943;49844;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;494815;Cabaser;Comprimido;Cabergolina 1 Mg;;Bajo Receta;Fuera de disposición;Frasco Por 30 Unidades;424,9;0
54.433;49844;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;494823;Cabaser;Comprimido;Cabergolina 2 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Frasco Por 30 Unidades;536,4;0
54.264;49538;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;489486;Zeldox;Capsula Dura;Ziprasidona 80 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 30 Unidades;493,3;0
55.703;55677;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;597597;Pristiq;Comprimido Recubierto De Liberación Prolongada;Desvenlafaxina 100 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 30 Unidades;417,6;0
197.446;42027;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381001366;327719;Tazonam Edta;Polvo Liofilizado Para Inyectable;Piperacilina (Como Piperacilina Sodica) 4 G + Tazobactam 500 Mg;;Bajo Receta Archivada;1831/12 Anexo;Frasco Ampolla Por 1 Unidad;137,2;0
57.596;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;Venta libre;Ibupirac;Capsula Blanda;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;Blister Por 50 Unidades;77,8;0
57.461;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;Venta libre;Ibupirac;Capsula Blanda;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;Blister Por 10 Unidades;16,2;0
57.591;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;Venta libre;Ibupirac;Capsula Blanda;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidades;32,1;0
57.607;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;627413;Ibupirac;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;33,3;0
57.611;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;627413;Ibupirac;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50 Unidades;164,9;0
57.608;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;627413;Ibupirac;Comprimido;Ibuprofeno 600 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;65,8;0
57.617;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312918;Ibupirac 800;Comprimido;Ibuprofeno 800 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;80,1;0
154.453;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312918;Ibupirac 800;Comprimido;Ibuprofeno 800 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50 Unidades;159,4;0
97.510;51889;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381410731;534584;Somavert 10 Mg;Polvo Liofilizado Para Inyectable;+ Pegvisomant 10 Mg;;Bajo Receta;3683/11;Frasco Ampolla Por 30 Unidades + Ampolla Disolvente Por 30 Unidades;57567,3;0
59.419;45867;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07798083950833;4210901;Dacplat;Polvo Liofilizado Para Inyectable;Oxaliplatino 50 Mg;;Bajo Receta Archivada;1831/12 Anexo;Frasco Ampolla Por 1 Unidad;1813,3;0
59.420;45867;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07798083950840;4211071;Dacplat;Polvo Liofilizado Para Inyectable;Oxaliplatino 100 Mg;;Bajo Receta Archivada;1831/12 Anexo;Frasco Ampolla Por 1 Unidades;3626,6;0
141.825;42238;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;360991;Ronfase;Comprimido Recubierto;Estradiol Valerato 2 Mg;;Bajo Receta;Fuera de disposición;Blister Por 28 Unidades;76,7;0
24.093;38972;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;399726;Cardura;Comprimido;Mesilato De Doxazosina 1 Mg;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;76,8;0
198.841;57096;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;623000;Caltrate 600 + D Plus;Comprimido Recubierto;Calcio (Como Carbonato De Calcio) 600 Mg + Cobre (Como Sulfato Cuprico) 2 Mg + Magnesio Carbonato 2 Mg + Magnesio (Como Oxido De Magnesio Ligero) 48 Mg + Zinc Oxido 7,5 Mg + Sulfato De Manganeso 1,8 Mg + Vitamina D3 400 Ui;Estados Unidos (Estados Unidos De America);Bajo Receta;Fuera de disposición;Frasco Por 60 Unidades;;0
198.840;57096;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;623000;Caltrate 600 + D Plus;Comprimido Recubierto;Calcio (Como Carbonato De Calcio) 600 Mg + Cobre (Como Sulfato Cuprico) 2 Mg + Magnesio Carbonato 2 Mg + Magnesio (Como Oxido De Magnesio Ligero) 48 Mg + Zinc Oxido 7,5 Mg + Sulfato De Manganeso 1,8 Mg + Vitamina D3 400 Ui;Estados Unidos (Estados Unidos De America);Bajo Receta;Fuera de disposición;Frasco Por 30 Unidades;;0
26.461;27785;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;304337;Pulmo Lisoflam;Aerosol Bucal De Accion Topica;Budesonida ,2 Mg / Dosis;;Bajo Receta;Fuera de disposición;Aerosol Por 5 Ml;183,3;0
26.912;27785;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;304329;Pulmo Lisoflam;Aerosol Bucal De Accion Topica;Budesonida ,05 Mg / Dosis;;Bajo Receta;Fuera de disposición;Aerosol Por 10 Ml;187,2;0
27.053;45982;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07798083959942;422246;Camptosar;Solucion Inyectable Endovenosa;Irinotecan Clorhidrato Trihidrato 20 Mg / Ml;;Bajo Receta Archivada;1831/12 Anexo;1 Frasco Ampolla Por 5 Ml;2475;0
21.698;43788;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381410519;388547;Neurontin;Capsula Dura;Gabapentina 300 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;380;0
21.700;43788;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381410526;388547;Neurontin;Capsula Dura;Gabapentina 300 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 60 Unidades;608,3;0
30.332;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;310037;Ibupirac Suspension;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 200 Ml;77,3;0
30.333;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;310037;Ibupirac Suspension;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 90 Ml;40;0
31.313;38972;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;399734;Cardura;Comprimido;Mesilato De Doxazosina 2 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;262,4;0
33.840;30222;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;291576;Muco Prednibron;Comprimido Recubierto;Ambroxol Clorhidrato 40 Mg + Butetamato Citrato 60 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;73,4;0
42.422;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;332958;Ibupirac;Suspension Oral;Ibuprofeno 4 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 200 Ml;125,8;0
42.420;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;332958;Ibupirac;Suspension Oral;Ibuprofeno 4 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 90 Ml;61,9;0
33.126;37101;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;297136;Lopid 600;Comprimido Recubierto;Gemfibrozilo 600 Mg;;Bajo Receta;Fuera de disposición;Blister Por 60 Unidades;240,9;0
33.125;37101;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;297136;Lopid 600;Comprimido Recubierto;Gemfibrozilo 600 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;142,1;0
33.168;38972;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;399742;Cardura;Comprimido;Mesilato De Doxazosina 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;312,7;0
29.679;43630;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;386088;Zitromax;Comprimido;Azitromicina 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 3 Unidades;92,8;0
89.557;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;313031;Dolten;Inyectable Para Perfusion;Ketorolaco Trometamina 60 Mg / 2 Ml;;Bajo Receta;Fuera de disposición;Ampolla Por 3 Unidades;119,4;0
89.550;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;313031;Dolten;Inyectable Para Perfusion;Ketorolaco Trometamina 60 Mg / 2 Ml;;Bajo Receta;Fuera de disposición;Ampolla Por 1 Unidades;45,8;0
34.231;44214;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07798083950192;394784;Pergamid;Comprimido Recubierto;Aniracetam 750 Mg;;Bajo Receta;Fuera de disposición;Blister Por 60 Unidades;285;0
34.229;44214;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07798083950185;394784;Pergamid;Comprimido Recubierto;Aniracetam 750 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;157,5;0
154.491;46141;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381000291;425795;Lipitor;Comprimido Recubierto;Atorvastatina 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;255,7;0
164.450;46141;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381000345;425795;Lipitor;Comprimido Recubierto;Atorvastatina 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 60 Unidades;401,5;0
76.543;32800;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;170291;Vibramicina;Comprimido;Doxiciclina 100 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 16 Unidades;127;0
76.540;32800;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;170291;Vibramicina;Comprimido;Doxiciclina 100 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 5 Unidades;35,4;0
37.452;35777;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;266850;Respimex;Comprimido;Ketotifeno Fumarato Acido 1,38 Mg;;Bajo Receta;Fuera de disposición;Blister Por 60 Unidades;109,8;0
38.576;39008;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381001496;;Amloc Odt;Comprimido De Dispersion Oral;Amlodipina Besilato 5 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;136,91;0
38.956;45182;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;409864;Dostinex;Comprimido;Cabergolina ,5 Mg;;Bajo Receta;Fuera de disposición;Frasco Por 2 Unidades;71,9;0
38.958;45182;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;409864;Dostinex;Comprimido;Cabergolina ,5 Mg;;Bajo Receta;Fuera de disposición;Frasco Por 8 Unidades;239,7;0
39.324;38798;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312273;Triflucan;Capsula Dura;Fluconazol 100 Mg;;Bajo Receta;Fuera de disposición;Blister Por 7 Unidades;242,5;0
39.331;38798;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312299;Triflucan;Capsula Dura;Fluconazol 200 Mg;;Bajo Receta;Fuera de disposición;Blister Por 7 Unidades;470,3;0
40.168;38798;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312281;Triflucan;Capsula Dura;Fluconazol 150 Mg;;Bajo Receta;Fuera de disposición;Blister Por 2 Unidades;108,6;0
39.691;38798;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;312281;Triflucan;Capsula Dura;Fluconazol 150 Mg;;Bajo Receta;Fuera de disposición;Blister Por 4 Unidades;204,2;0
89.998;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;326323;Dolten;Comprimido;Ketorolaco 20 Mg;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;86,6;0
40.242;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;326323;Dolten;Comprimido;Ketorolaco 20 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;136,1;0
40.247;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;313007;Dolten;Comprimido;Ketorolaco Trometamina 10 Mg;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;57,3;0
40.249;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;313007;Dolten;Comprimido;Ketorolaco Trometamina 10 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;86,6;0
40.675;20026;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;121830;Co-Salt;Polvo Oral;Cloruro De Potasio 94 G / 100 G;;Bajo Receta;Fuera de disposición;Frasco Por 140 G;74,8;0
42.617;46781;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;438342;Farmorubicin;Polvo Liofilizado Para Inyectable;Epirubicina Clorhidrato 50 Mg;;Bajo Receta Archivada;1831/12 Anexo;Frasco Ampolla Por 1 Unidades;924;0
1.483;36078;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;;Dristan Descongestivo;Comprimido;Fenilefrina Clorhidrato 6 Mg + Paracetamol 500 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidad;31,41;0
1.482;36078;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;;Dristan Descongestivo;Comprimido;Fenilefrina Clorhidrato 6 Mg + Paracetamol 500 Mg;;Venta Libre;Fuera de disposición;Blister Por 10 Unidad;17,28;0
1.511;47948;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07791824116277;459182;Synrelin;Solucion Nasal;Nafarelin Acetato (Como Base) 2 Mg / 1 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 8 Ml;1275,5;0
2.176;25836;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;791520;Premarin Cd;Gragea;Estrogenos Conjugados ,625 Mg;;Bajo Receta;Fuera de disposición;Blister Por 28 Unidades;177,4;0
165.493;25836;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;202268;Premarin;Crema Vaginal;Estrogenos Conjugados ,625 Mg / G;;Bajo Receta;Fuera de disposición;Pomo Por 26 G;106,5;0
171.555;40003;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;372649;Trosyd;Crema;Tioconazol 1 G / 100 G;;Bajo Receta;Fuera de disposición;Pomo Por 30 G;41,7;0
4.001;56990;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381001236;621384;Inlyta;Comprimido Recubierto;Axitinib 1 Mg;;Bajo Receta Archivada;963/15;Blister Por 56 Unidades;26117,9;0
16.041;28382;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;203000;Aldactone A 100 Mg;Comprimido;Espironolactona 100 Mg;;Bajo Receta;Fuera de disposición;Blister Por 60 Unidades;209,9;0
8.218;28382;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;203000;Aldactone A 100 Mg;Comprimido;Espironolactona 100 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;154,6;0
4.742;33179;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;007866;Isordil;Comprimido Sublingual;Isosorbida Dinitrato 5 Mg;;Bajo Receta;Fuera de disposición;Blister Por 25 Unidades;57,2;0
50.031;33179;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;007866;Isordil;Comprimido Sublingual;Isosorbida Dinitrato 5 Mg;;Bajo Receta;Fuera de disposición;Blister Por 50 Unidades;86,7;0
6.794;33778;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;174491;Micronema;Emulgel;Glicerina 12,5 G / 100 Ml + Sorbitol 70% 89,34 G / 100 Ml + Laurilsulfoacetato De Sodio  70% 1,29 G / 100 Ml;;Bajo Receta;Fuera de disposición;3 Tubo Por 6,2 Ml;51;0
10.158;35140;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;230954;Nordette;Gragea;Etinilestradiol ,03 Mg + Levonorgestrel ,15 Mg;;Bajo Receta;Fuera de disposición;Blister Por 21 Unidades;71,1;0
14.601;46047;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;422741;Xalatan;Solucion Oftalmica;Latanoprost 50 Mcg / Ml;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 1 Unidad;154,1;0
22.731;35918;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;552955;Ibupirac;Solución Para Gotas;Ibuprofeno 5 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 30 Ml;50,9;0
15.901;15902;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;106634;Dramamine;Comprimido;Dimenhidrinato 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 24 Unidades;104,42;0
15.900;15902;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;106634;Dramamine;Comprimido;Dimenhidrinato 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 12 Unidades;57,39;0
196.952;27785;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;304337;Pulmo Lisoflam;Solucion Para Inhalar;Budesonida ,05 Mg / Dosis;;Bajo Receta;Fuera de disposición;Aerosol Por 100 Dosis;183,3;0
22.214;43788;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381410502;388555;Neurontin;Capsula Dura;Gabapentina 400 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 60 Unidades;782,4;0
18.536;15902;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;383159;Dramamine;Solucion;Dimenhidrinato 250 Mg / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 100 Ml;70,41;0
101.982;49660;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381000901;617113;Xyntha;Polvo Liofilizado Para Inyectable;Factor Viii De Coagulacion Recombinante 250 Ui / 1 Ml;;Bajo Receta;3683/11;Frasco Ampolla Por 1 Unidad + 1 Jeringa Prellenada Con Disolvente + 1 Émbolo Para La Jeringa 1 Adaptador Para El Frasco Ampolla + 1 Equipo De Infusión Estéril + 2 Gasas Embebidas En Alcohol+ 1 Apósito Adhesivo;4250;0
142.999;49660;30503518518;Pfizer Sociedad De Responsabilidad Limitada;07795381000925;492059;Xyntha;Polvo Liofilizado Para Inyectable;Factor Viii De Coagulacion Recombinante 1000 Ui / 1 Ml;;Bajo Receta;3683/11;Ampolla Por 1 Unidad + 1 Jeringa Prellenada Con Disolvente + 1 Émbolo Para La Jeringa 1 Adaptador Para El Frasco Ampolla + 1 Equipo De Infusión Estéril + 2 Gasas Embebidas En Alcohol+ 1 Apósito Adhesivo;16994,6;0
21.185;27785;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;304337;Pulmo Lisoflam;Aerosol;Budesonida ,2 Mg / Dosis;;Bajo Receta;Fuera de disposición;Aerosol Por 5 Ml;183,3;0
21.188;27785;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;304329;Pulmo Lisoflam;Aerosol;Budesonida ,05 Mg / Dosis;;Bajo Receta;Fuera de disposición;Aerosol Por 10 Ml;87,4;0
23.164;20256;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;056673;Artane;Comprimido;Trihexifenidilo Clorhidrato 5 Mg;;Bajo Receta Archivada;247/13;Blister Por 50 Unidades;127,8;0
89.995;38903;30503518518;Pfizer Sociedad De Responsabilidad Limitada;;313023;Dolten;Inyectable Para Perfusion;Ketorolaco 30 Mg / 2 Ml;;Bajo Receta;Fuera de disposición;Ampolla Por 5 Unidades;82,3;0
132.921;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 35 Mg;;Bajo Receta;;Envase Por 20;;0
5.576;54112;33707573169;Pharmadorf S.A.;;573026;Latimodorf;Solucion Oftalmica;Timolol 5 Mg / 1 Ml + Latanoprost 50 Mcg / Ml;;Bajo Receta;;Frasco Por 2,5 Ml;99,33;0
132.920;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 35 Mg;;Bajo Receta;;Envase Por 10;;0
132.919;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 35 Mg;;Bajo Receta;;Envase Por 6 Mg / 100 Mg;209,44;0
162.677;50947;33707573169;Pharmadorf S.A.;;;Hialudorf Hd;Solucion Oftalmica;Hialuronato De Sodio ,4 G / 100 Ml;;Bajo Receta;;Frasco Por 10 Ml;95,36;0
132.925;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 70 Mg;;Bajo Receta;;Envase Por 20;;0
132.924;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 70 Mg;;Bajo Receta;;Envase Por 10;;0
132.923;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 70 Mg;;Bajo Receta;;Envase Por 6 Mg;331,87;0
132.922;41020;33707573169;Pharmadorf S.A.;;;Micranil;Comprimido Recubierto;Sumatriptan Succinato 70 Mg;;Bajo Receta;;Envase Por 5;;0
139.782;34654;33707573169;Pharmadorf S.A.;;;Neo Kef;Comprimido;Loperamida 2 Mg + Neomicina 250 Mg;;Bajo Receta Archivada;;Blister Por 8 Mg/Comprimido;51,28;0
142.467;54019;33707573169;Pharmadorf S.A.;;569313;Ciprofloxacina D Dorf;Suspension Oftalmica;Dexametasona 1 Mg / 1 Ml + Ciprofloxacino Clorhidrato 3 Mg / 1 Ml;;Bajo Receta;;Frasco Por 5 Ml;81,35;0
115.887;50740;33707573169;Pharmadorf S.A.;07798103390014;;Tobramicina Dorf;Solucion Oftalmica;Tobramicina ,3 G %;;Bajo Receta;;Frasco Por 5 Ml;39,15;0
116.311;50913;33707573169;Pharmadorf S.A.;;;Dorzolamida T Dorf;Solucion Oftalmica;Timolol Maleato ,5 G / 100 Ml + Dorzolamida Clorhidrato 2 G / 100 Ml;;Bajo Receta;;Frasco Por 5 Ml;121,18;0
116.333;50876;33707573169;Pharmadorf S.A.;07798103390045;;T+D+H Dorf;Solucion Oftalmica;Tobramicina ,3 G % + Dexametasona ,1 G % + Hialuronato De Sodio ,3 G %;;Bajo Receta;;Frasco Por 5 Ml;84,45;0
122.279;52549;33707573169;Pharmadorf S.A.;;;Lagrima Dorf;Solucion Oftalmica;Hidroxipropilmetilcelulosa ,3 G / 100 Ml;;Bajo Receta;;Frasco Por 10 Ml;72,5;0
94.023;41020;33707573169;Pharmadorf S.A.;;;Micranil;Spray Intranasal;Sumatriptan Succinato 28 G / 100 Ml;;Bajo Receta;;Bolsa Por 6;;0
94.022;41020;33707573169;Pharmadorf S.A.;;;Micranil;Spray Intranasal;Sumatriptan Succinato 28 G / 100 Ml;;Bajo Receta;;Bolsa Por 2;;0
102.044;52332;33707573169;Pharmadorf S.A.;;;Ciprofloxacina Dorf;Solucion Oftalmica;Ciprofloxacino Clorhidrato 3 Mg / Ml;;Bajo Receta;;Frasco Por 5 Ml;77,29;0
75.318;51131;33707573169;Pharmadorf S.A.;;;Timolol Dorf;Solucion Oftalmica;Timolol Maleato ,1 G %;;Bajo Receta;;Frasco Por 5 Ml;45,06;0
77.319;50947;33707573169;Pharmadorf S.A.;;;Hialudorf;Solucion Oftalmica;Hialuronato De Sodio ,2 G %;;Venta Libre;;Frasco Por 10 Ml;65,72;0
142.468;50799;33707573169;Pharmadorf S.A.;;;Dexametasona Dorf;Solucion Oftalmica;Dexametasona ,1 G %;;Bajo Receta;;Frasco Por 10 Ml;64,86;0
81.713;41020;33707573169;Pharmadorf S.A.;;;Micranil;Solucion Inyectable;Sumatriptan 6 Mg;;Bajo Receta;;Jeringa Prellenada Por 6 Mg;233,93;0
81.712;41020;33707573169;Pharmadorf S.A.;;;Micranil;Solucion Inyectable;Sumatriptan 6 Mg;;Bajo Receta;;Jeringa Prellenada Por 2;;0
